page_id,is_success,count,category_count,error_count,alert_count,contrast_count,error_label_missing,error_language_missing,error_button_empty,alert_alt_suspicious,alert_h1_missing,alert_link_redundant,alert_link_pdf,alert_text_small,contrast_contrast,alert_select_missing_label,alert_region_missing,error_alt_missing,error_link_empty,error_aria_menu_broken,alert_alt_duplicate,alert_label_orphaned,alert_heading_skipped,alert_link_suspicious,alert_event_handler,alert_text_justified,alert_heading_missing,alert_link_internal_broken,error_alt_link_missing,alert_youtube_video,alert_title_redundant,error_th_empty,alert_noscript,alert_image_title,alert_label_title,alert_accesskey,alert_table_layout,error_heading_empty,alert_alt_redundant,alert_legend_missing,alert_tabindex,alert_heading_possible,alert_underline,error_link_skip_broken,alert_fieldset_missing,alert_plugin,alert_alt_long,alert_javascript_jumpmenu,error_alt_spacer_missing,error_title_invalid,error_aria_reference_broken,alert_table_caption_possible,alert_link_powerpoint,alert_link_excel,alert_audio_video,alert_list_possible,error_label_multiple,error_meta_refresh,error_alt_area_missing,alert_flash,error_alt_map_missing,error_label_empty,alert_html5_video_audio,error_alt_input_missing,alert_link_word,alert_longdesc,error_marquee,error_blink,alert_applet
112_home,True,29,9,5,10,14,2.0,,,,,,,,14.0,,,2.0,,,,,1.0,,,,,,1.0,,3.0,,,,1.0,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114_home,True,32,10,7,14,11,2.0,,,1.0,,,,,11.0,4.0,,,4.0,,,,1.0,3.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
115_home,True,15,6,0,7,8,,,,,1.0,2.0,,,8.0,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116_home,True,212,8,2,135,75,,1.0,,,1.0,1.0,,130.0,75.0,,1.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117_home,True,67,9,4,15,48,1.0,,,3.0,1.0,1.0,,,48.0,,1.0,,3.0,,2.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118_home,True,52,8,8,10,34,1.0,,1.0,,,,,,34.0,,,,6.0,,,,1.0,1.0,,,,,,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119_home,True,55,5,1,6,48,1.0,,,,,3.0,,,48.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120_home,True,5,3,1,1,3,,,,,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
121_home,True,68,7,19,28,21,18.0,1.0,,,,,,,21.0,,1.0,,,,,12.0,,,14.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122_home,True,6,5,0,6,0,,,,,1.0,1.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123_home,True,9,3,0,9,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124_home,True,42,10,6,36,0,2.0,,1.0,,1.0,27.0,,,,,,2.0,1.0,,,1.0,4.0,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126_home,True,78,16,17,47,14,,1.0,,,1.0,13.0,,1.0,14.0,,1.0,,13.0,,,,1.0,1.0,,6.0,,,1.0,,11.0,,,,,,,2.0,1.0,,,,10.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
127_home,True,53,11,4,45,4,,,,,1.0,5.0,,,4.0,,1.0,2.0,,,,,1.0,1.0,1.0,32.0,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128_home,True,25,4,8,17,0,1.0,,1.0,,,,,,,,,,6.0,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129_home,True,39,12,5,23,11,3.0,,1.0,,,4.0,,,11.0,5.0,,,1.0,,,,2.0,6.0,,,,,,,1.0,,,,,,2.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
130_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131_home,True,4,4,1,3,0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
132_home,True,1611,11,25,1571,15,1.0,,,,1.0,18.0,,716.0,15.0,,,19.0,5.0,,,,,,722.0,,,,,,5.0,,,36.0,,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133_home,True,7,4,3,4,0,3.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134_home,True,89,17,17,48,24,7.0,,1.0,,,3.0,,4.0,24.0,2.0,1.0,,7.0,,1.0,,,3.0,25.0,,,,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,6.0,,,,,,,,,
136_home,True,35,12,13,11,11,,1.0,,,,1.0,,3.0,11.0,,1.0,8.0,1.0,,,,,,,,1.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,
137_home,True,56,11,23,19,14,15.0,1.0,2.0,,,,,,14.0,,,2.0,1.0,2.0,,16.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
138_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139_home,True,3,3,1,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140_home,True,34,7,10,15,9,,,,,1.0,10.0,,,9.0,,,,9.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
141_home,True,8,2,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142_home,True,226,13,106,91,29,1.0,,1.0,,,83.0,1.0,,29.0,1.0,,,69.0,,,1.0,3.0,,,,,,14.0,,1.0,,,,,,,21.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143_home,True,30,8,8,7,15,1.0,1.0,,,,1.0,5.0,,15.0,,1.0,2.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144_home,True,79,9,22,15,42,2.0,1.0,1.0,,,8.0,,,42.0,,,11.0,2.0,,,,,7.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145_home,True,7,4,1,2,4,,1.0,,,,,,,4.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146_home,True,3,3,0,3,0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147_home,True,193,18,27,165,1,26.0,,,,,1.0,,14.0,1.0,29.0,,1.0,,,,,,,,,,12.0,,3.0,,,1.0,,1.0,1.0,31.0,,1.0,,8.0,,,,1.0,,6.0,25.0,,,,,,,31.0,,,,,,,,,,,,,,
148_home,True,124,9,36,9,79,2.0,1.0,,,1.0,5.0,,,79.0,,,18.0,10.0,,,,,,,3.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149_home,True,22,8,4,6,12,1.0,,1.0,,,,,,12.0,,,,1.0,,,,3.0,,,,,,,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150_home,True,48,13,12,25,11,3.0,,,,,7.0,,1.0,11.0,,,7.0,,,,,1.0,,,7.0,,,1.0,,6.0,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
151_home,True,20,13,4,13,3,,1.0,,,1.0,2.0,1.0,2.0,3.0,,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
152_home,True,13,7,2,6,5,,1.0,,,1.0,2.0,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
154_home,True,76,12,19,43,14,,1.0,,,,16.0,,,14.0,,1.0,2.0,2.0,,,,,4.0,,1.0,,,14.0,,13.0,,,,,,6.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
155_home,True,53,8,32,10,11,1.0,1.0,,,1.0,,,,11.0,,,21.0,,,,,,1.0,8.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156_home,True,12,7,2,10,0,1.0,1.0,,,1.0,,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157_home,True,25,5,23,1,1,1.0,,,,,1.0,,,1.0,,,21.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158_home,True,57,12,12,37,8,5.0,1.0,,,,2.0,,,8.0,2.0,1.0,6.0,,,,,1.0,1.0,,14.0,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,
159_home,True,400,7,3,3,394,,,1.0,,1.0,1.0,,,394.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160_home,True,10,4,4,1,5,3.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
161_home,True,9,3,3,1,5,,,,,,1.0,,,5.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162_home,True,12,5,3,3,6,3.0,,,,,,,,6.0,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163_home,True,11,3,0,2,9,,,,,,1.0,,,9.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164_home,True,5,3,3,1,1,,,,,,1.0,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165_home,True,34,9,2,9,23,1.0,,1.0,,1.0,1.0,,,23.0,2.0,,,,,1.0,,,,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166_home,True,54,5,1,8,45,,1.0,,,,,,,45.0,,1.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
167_home,True,1,1,0,1,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168_home,True,25,8,10,6,9,6.0,1.0,,,,,,,9.0,3.0,1.0,,,,,,,,,,1.0,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169_home,True,25,10,4,15,6,1.0,1.0,,,1.0,,,1.0,6.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,10.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
170_home,True,12,4,1,4,7,,1.0,,,,3.0,,,7.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171_home,True,12,8,8,4,0,2.0,,1.0,,,,,,,1.0,1.0,2.0,,,,1.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172_home,True,14,8,2,9,3,1.0,1.0,,,1.0,1.0,,,3.0,,1.0,,,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173_home,True,14,8,8,4,2,,1.0,,,1.0,1.0,1.0,,2.0,,,6.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174_home,True,24,14,11,9,4,4.0,1.0,1.0,,1.0,1.0,,,4.0,2.0,,1.0,4.0,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
175_home,True,13,6,9,4,0,5.0,,,,1.0,,,,,,1.0,4.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176_home,True,481,11,439,33,9,1.0,1.0,,7.0,,6.0,,,9.0,5.0,,7.0,,,,,,,,,,,,,8.0,,,,,,5.0,,,,,,2.0,,,,,,430.0,,,,,,,,,,,,,,,,,,,,
177_home,True,3,3,1,1,1,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178_home,True,21,8,2,14,5,1.0,,,,,1.0,,,5.0,,,1.0,,,,6.0,3.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179_home,True,26,11,7,18,1,5.0,,,,,1.0,2.0,,1.0,1.0,,2.0,,,,,1.0,,,9.0,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
180_home,True,32,6,1,18,13,,1.0,,,,,,1.0,13.0,,1.0,,,,,,,,,15.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181_home,True,7,6,3,3,1,1.0,,,1.0,,,,,1.0,,,,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182_home,True,54,10,14,15,25,10.0,,1.0,,1.0,2.0,,,25.0,1.0,,3.0,,,,4.0,,,,,,,,,,,,,,,5.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
184_home,True,51,8,1,50,0,,1.0,,,1.0,10.0,,9.0,,,1.0,,,,,,,1.0,,16.0,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186_home,True,69,8,10,14,45,2.0,,,,,8.0,,,45.0,,,,6.0,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,
187_home,True,66,13,25,16,25,1.0,1.0,1.0,,1.0,2.0,,,25.0,1.0,,17.0,,1.0,8.0,,,,,,,,3.0,,,,,,,,,,,,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
188_home,True,35,12,3,28,4,1.0,1.0,,,1.0,1.0,1.0,1.0,4.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,6.0,1.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,
189_home,True,51,16,5,29,17,2.0,,1.0,,,6.0,,,17.0,1.0,,,2.0,,,,5.0,2.0,,1.0,,,,,6.0,,,2.0,1.0,,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
190_home,True,44,8,13,7,24,,1.0,,,,1.0,,,24.0,,1.0,5.0,,,,,,2.0,,,,,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192_home,True,132,11,37,14,81,1.0,1.0,,,,3.0,6.0,1.0,81.0,,,10.0,,,,,1.0,,,3.0,,,22.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194_home,True,29,6,1,4,24,,,,,1.0,1.0,,,24.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
195_home,True,2,2,0,2,0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196_home,True,43,10,13,24,6,2.0,,2.0,,,3.0,,,6.0,,,7.0,2.0,,,,1.0,1.0,,11.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
197_home,True,16,8,6,8,2,1.0,1.0,,,,,,,2.0,5.0,,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
198_home,True,35,12,14,12,9,9.0,1.0,2.0,,,1.0,,,9.0,2.0,1.0,,,,,4.0,,,,,,,1.0,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,
199_home,True,18,6,2,3,13,1.0,,,,1.0,1.0,,,13.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200_home,True,41,11,2,36,3,,1.0,,,,3.0,,1.0,3.0,,1.0,1.0,,,,,,2.0,14.0,4.0,,,,,,,,,,,10.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201_home,True,10,3,0,2,8,,,,,,1.0,,,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202_home,True,48,8,7,41,0,1.0,,3.0,,,12.0,,,,,,,,2.0,,,1.0,1.0,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
203_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
204_home,True,13,7,5,1,7,1.0,1.0,1.0,,,,,,7.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205_home,True,94,12,6,36,52,,,,,1.0,,2.0,,52.0,,,4.0,,,,,1.0,4.0,,2.0,,,,,13.0,2.0,,2.0,,,,,,,,,10.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
206_home,True,20,8,2,7,11,1.0,,,1.0,,2.0,,2.0,11.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
207_home,True,76,17,26,23,27,4.0,1.0,5.0,,,4.0,3.0,4.0,27.0,2.0,1.0,5.0,,,,,,,,4.0,,,8.0,,,,,,,,,1.0,,2.0,,2.0,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,
208_home,True,4,4,2,2,0,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
209_home,True,41,6,12,2,27,1.0,,8.0,,1.0,,,,27.0,,,3.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210_home,True,63,6,0,12,51,,,,,1.0,5.0,,,51.0,,,,,,3.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211_home,True,9,3,1,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212_home,True,14,5,8,1,5,,1.0,,,,1.0,,,5.0,,,5.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213_home,True,76,10,21,28,27,4.0,,,,1.0,17.0,6.0,,27.0,4.0,,1.0,7.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,
214_home,True,55,9,5,22,28,3.0,,1.0,,,2.0,,,28.0,,,,1.0,,,,3.0,,,15.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215_home,True,34,7,5,3,26,1.0,,,,1.0,,,,26.0,,,1.0,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
216_home,True,27,8,7,13,7,7.0,,,,,1.0,,3.0,7.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217_home,True,5,4,0,4,1,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218_home,True,2,2,0,2,0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219_home,True,25,7,3,8,14,,,,,1.0,1.0,,,14.0,,,,2.0,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
220_home,True,51,11,21,12,18,3.0,1.0,2.0,,1.0,7.0,,,18.0,1.0,,8.0,6.0,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222_home,True,73,9,27,9,37,25.0,,,,,5.0,,1.0,37.0,,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223_home,True,22,8,18,3,1,2.0,1.0,2.0,,,1.0,,,1.0,,,13.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
224_home,True,50,9,15,11,24,1.0,1.0,,,1.0,7.0,,,24.0,,,7.0,2.0,,,,,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225_home,True,141,12,31,10,100,2.0,1.0,,,,1.0,1.0,,100.0,,1.0,23.0,,,,,,1.0,4.0,1.0,,,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226_home,True,20,7,9,4,7,,,1.0,1.0,,1.0,,,7.0,,,8.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227_home,True,1,1,0,1,0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228_home,True,26,5,0,5,21,,,,,1.0,,,,21.0,,,,,,,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229_home,True,27,5,11,7,9,2.0,,,,,5.0,,,9.0,,,,,,,,2.0,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230_home,True,2,2,1,1,0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231_home,True,14,7,0,13,1,,,,,,1.0,6.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
232_home,True,26,10,11,13,2,3.0,,,,1.0,4.0,,,2.0,6.0,1.0,5.0,2.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233_home,True,25,10,11,13,1,1.0,,,,1.0,3.0,,,1.0,,,2.0,2.0,,,,,1.0,,7.0,,,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234_home,True,51,14,9,39,3,5.0,,,,,1.0,,5.0,3.0,,1.0,,3.0,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,19.0,,,,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
235_home,True,96,10,51,40,5,,,,,,6.0,,,5.0,1.0,,43.0,,,,,7.0,,16.0,,,,,,,,,,1.0,,,7.0,9.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
236_home,True,28,6,0,28,0,,,,,1.0,,,6.0,,,1.0,,,,,,1.0,,,17.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237_home,True,37,9,15,14,8,1.0,1.0,,,,,,,8.0,,1.0,12.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238_home,True,34,8,5,29,0,1.0,,1.0,,1.0,14.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
239_home,True,4,4,2,2,0,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240_home,True,8,6,1,5,2,,1.0,,,,2.0,,,2.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241_home,True,11,7,4,6,1,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
242_home,True,56,7,41,9,6,,1.0,,,,,,,6.0,,1.0,,35.0,,,,,,,7.0,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244_home,True,3,2,0,3,0,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246_home,True,29,9,7,10,12,1.0,1.0,,,1.0,,,,12.0,,,,3.0,,,,,,1.0,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
247_home,True,18,11,3,14,1,1.0,1.0,1.0,,,,,2.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,1.0,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248_home,True,420,13,19,389,12,1.0,,4.0,,1.0,346.0,28.0,2.0,12.0,,,,11.0,,,,1.0,,,,,9.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
249_home,True,7,3,2,5,0,,,,,,3.0,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250_home,True,24,5,2,11,11,1.0,,,,1.0,,,,11.0,,,,,,,,,,,,,,1.0,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251_home,True,38,15,3,27,8,1.0,,,1.0,,3.0,,,8.0,,1.0,1.0,,,,,,1.0,,7.0,1.0,1.0,1.0,,3.0,,,,,,7.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
252_home,True,9,7,1,6,2,,,,,,1.0,1.0,,2.0,,,,,,,,1.0,,,,,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
